SFIN,Segregated Fund Name,NAV Date,NAV Per Unit,Company Name,Date,Sr.no.
ULIF07830/01/17UNCLAIMFUN116,Unclaimed Fund,16/09/2024,15.6786,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,60
ULGF02302/03/15GRLIQUFU03116,Group Liquid Fund III,16/09/2024,12.5390,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,61
ULGF02402/03/15GRBALCGA02116,Group Balanced Gain Fund II,16/09/2024,16.2075,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,62
ULIF07917/11/21FLXCAPFUND116,Flexi Cap Fund,16/09/2024,17.9874,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,63
ULIF08017/11/21SUSEQUFUND116,Sustainable Equity Fund,16/09/2024,15.8997,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,64
ULIF08717/01/23SMALLCAPFU116,Small Cap Fund,16/09/2024,20.6032,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,65
ULIF08617/01/23DYNASALLOC116,Dynamic Asset Allocation Fund,16/09/2024,11.6176,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,66
ULIF08919/10/23MIDCPINDFD116,Midcap Index Fund,16/09/2024,13.5193,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,67
ULIF09019/10/23LNTRMDBTSL116,Long Term Debt Solution Fund,16/09/2024,10.4720,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,68
ULIF09103/01/24SMCPQYINDF116,Smallcap Quality Index Fund,16/09/2024,13.4404,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,69
ULIF09221/05/24NYAPA50IND116,Nifty Alpha 50 Index Fund,16/09/2024,10.0958,Bajaj Allianz Life Insurance Company Limited,16-Sep-24,70
ULIF00215/01/04CASHFUNDLI116,Cash Fund,21/08/2024,27.6750,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,1
ULIF01023/07/04CASHPLUSFU116,Cash Plus Fund,21/08/2024,39.2355,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,2
ULIF00415/01/04DEBTFUNDLI116,Debt Fund,21/08/2024,30.4814,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,3
ULIF00923/07/04DEBTPLUSFU116,Debt Plus Fund,21/08/2024,42.4201,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,4
ULIF00315/01/04EQUITYFUND116,Equity Fund,21/08/2024,103.4417,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,5
ULIF00523/07/04EQGAINFUND116,Equity Gain Fund,21/08/2024,166.2535,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,6
ULIF00623/07/04EQINDEFUND116,Equity Index Fund,21/08/2024,165.2253,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,7
ULIF00723/07/04EQPLUSFUND116,Equity Plus Fund,21/08/2024,206.8678,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,8
ULIF01123/07/04LIFELOGAIN116,Life Long Gain,21/08/2024,26.8563,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,9
ULIF01618/11/04CASHPLUPEN116,Cash Plus Pension,21/08/2024,39.1311,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,10
ULIF01518/11/04DEBTPLUPEN116,Debt Plus Pension,21/08/2024,45.8184,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,11
ULIF01318/11/04EQINDEXPEN116,Equity Index Pension,21/08/2024,147.3713,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,12
ULIF01218/11/04EQUPLUSPEN116,Equity Plus Pension,21/08/2024,221.6523,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,13
ULGF00215/10/04SECUREFUND116,Secure Gain,21/08/2024,57.1748,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,14
ULGF00115/09/04STABLEFUND116,Stable Gain,21/08/2024,66.6272,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,15
ULIF01709/03/05EQUMIDFUND116,Equity Midcap Fund,21/08/2024,156.9799,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,16
ULIF01809/03/05EQUMIDPLUS116,Equity Midcap Plus,21/08/2024,244.8854,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,17
ULIF02117/12/05PRMREQFUND116,Premier Equity Fund,21/08/2024,76.0223,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,18
ULIF02217/12/05PREREQGAIN116,Premier Eq Gain Fund,21/08/2024,108.6649,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,19
ULIF02017/12/05PUREEQFUND116,Pure Eq Fund,21/08/2024,167.7306,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,20
ULIF02721/07/06PURESTKFUN116,Pure Stock Fund,21/08/2024,160.9196,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,21
ULIF03824/07/06PREMEQGROW116,Premier Equity Growth Fund,21/08/2024,78.7974,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,22
ULIF03724/07/06EQINDPEN02116,Equity Index Pension Fund II,21/08/2024,84.4031,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,23
ULIF03624/07/06EQTYGROPEN116,Equity Growth Pension Fund,21/08/2024,105.4106,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,24
ULIF03324/07/06ACCEMIDPEN116,Accelerator Midcap Pension Fund,21/08/2024,164.0851,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,25
ULIF03524/07/06BONDPENFUN116,Bond Pension Fund,21/08/2024,39.30,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,26
ULIF02924/07/06EQGROWFUND116,Equity Growth Fund,21/08/2024,89.3106,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,27
ULIF03024/07/06EQTYINDX02116,Equity Index Fund Ii,21/08/2024,81.1452,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,28
ULIF03124/07/06ACCEMIDCAP116,Accelerator Mid Cap Fund,21/08/2024,148.7513,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,29
ULIF02610/07/06BONDFUNDLI116,Bond Fund,21/08/2024,40.3688,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,30
ULIF02510/07/06LIQUIDFUND116,Liquid Fund,21/08/2024,30.9910,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,31
ULIF04528/09/07ASSETALLOC116,Asset Allocation Fund,21/08/2024,53.5018,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,32
ULIF04628/01/08ASALLOCPEN116,Asset Allocation Pension Fund,21/08/2024,52.6123,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,33
ULGF00426/03/08GRDEBTFUND116,Group Debt Fund,21/08/2024,36.3709,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,34
ULIF04717/04/08PURESTKPEN116,Pure Stock Pension Fund,21/08/2024,107.6276,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,35
ULGF00503/11/08GRLIQUFUND116,Group Liquid Fund,21/08/2024,27.0146,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,36
ULIF05106/01/10EQTYGROW02116,Equity Growth Fund II,21/08/2024,73.8206,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,37
ULIF05206/01/10ACCMIDCA02116,Accelerator Mid Cap Fund II,21/08/2024,87.1165,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,38
ULGF00822/02/10GREQTYINDX116,Group Equity Index Fund,21/08/2024,46.8971,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,39
ULGF00926/02/10GRASSALLOC116,Group Asset Allocation Fund,21/08/2024,49.6595,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,40
ULIF05610/05/10SHIELDPL02116,Shield Plus Fund II,21/08/2024,24.5390,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,41
ULIF06026/10/10BLUECHIPEQ116,Blue Chip Equity Fund,21/08/2024,45.4049,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,42
ULIF06127/01/11ASSRDRETRN116,Assured Return Fund,21/08/2024,24.1855,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,43
ULGF01018/04/11GREQTYFUND116,Group Equity Fund,21/08/2024,55.5281,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,44
ULGF01118/04/11GRBLUECHIP116,Group Blue Chip Fund,21/08/2024,49.6912,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,45
ULGF01218/04/11GRSHTRDE02116,Group Short Term Debt Fund II,21/08/2024,23.9374,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,46
ULGF01311/05/11GRGROWFU02116,Group Growth Fund II,21/08/2024,22.2762,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,47
ULGF01924/06/13GRDEBTFU02116,Group Debt Fund II,21/08/2024,22.30,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,48
ULGF02024/06/13GRSHTRDE03116,Group Short Term Debt Fund III,21/08/2024,19.8013,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,49
ULGF02124/06/13GRLIQUFU02116,Group Liquid Fund II,21/08/2024,15.1581,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,50
ULIF07205/12/13ASSETALL02116,Asset Allocation Fund II,21/08/2024,31.1598,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,51
ULIF06908/02/13PENSIONBUI116,Pension Builder Fund,21/08/2024,19.5730,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,52
ULIF07126/03/13DISCONPENS116,Discontinued Pension Policy Fund,21/08/2024,15.4645,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,53
ULIF07026/03/13DISCONLIFE116,Discontinued Life Policy Fund,21/08/2024,16.1223,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,54
ULIF07413/05/15BALEQTYFND116,Balanced Equity Fund,21/08/2024,22.3751,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,55
ULIF07313/05/15BLDRBNDFND116,Builder Bond Fund,21/08/2024,16.0624,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,56
ULGF02202/03/15GRDEBTFU03116,Group Debt Fund III,21/08/2024,16.0163,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,57
ULIF07709/01/2017PURSTKFUN2116,Pure Stock Fund II,21/08/2024,27.9125,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,58
ULGF02518/08/16GRDBTPENFU116,Group Debt Pension Fund,21/08/2024,14.8071,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,59
ULIF07830/01/17UNCLAIMFUN116,Unclaimed Fund,21/08/2024,15.6114,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,60
ULGF02302/03/15GRLIQUFU03116,Group Liquid Fund III,21/08/2024,12.4909,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,61
ULGF02402/03/15GRBALCGA02116,Group Balanced Gain Fund II,21/08/2024,15.9804,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,62
ULIF07917/11/21FLXCAPFUND116,Flexi Cap Fund,21/08/2024,17.6180,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,63
ULIF08017/11/21SUSEQUFUND116,Sustainable Equity Fund,21/08/2024,15.3354,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,64
ULIF08717/01/23SMALLCAPFU116,Small Cap Fund,21/08/2024,20.0053,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,65
ULIF08617/01/23DYNASALLOC116,Dynamic Asset Allocation Fund,21/08/2024,11.4799,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,66
ULIF08919/10/23MIDCPINDFD116,Midcap Index Fund,21/08/2024,13.1481,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,67
ULIF09019/10/23LNTRMDBTSL116,Long Term Debt Solution Fund,21/08/2024,10.3729,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,68
ULIF09103/01/24SMCPQYINDF116,Smallcap Quality Index Fund,21/08/2024,12.8825,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,69
ULIF09221/05/24NYAPA50IND116,Nifty Alpha 50 Index Fund,21/08/2024,9.8935,Bajaj Allianz Life Insurance Company Limited,21-Aug-24,70
ULIF00215/01/04CASHFUNDLI116,Cash Fund,18/09/2024,27.7687,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,1
ULIF01023/07/04CASHPLUSFU116,Cash Plus Fund,18/09/2024,39.4213,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,2
ULIF00415/01/04DEBTFUNDLI116,Debt Fund,18/09/2024,30.7260,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,3
ULIF00923/07/04DEBTPLUSFU116,Debt Plus Fund,18/09/2024,42.8106,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,4
ULIF00315/01/04EQUITYFUND116,Equity Fund,18/09/2024,105.5557,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,5
ULIF00523/07/04EQGAINFUND116,Equity Gain Fund,18/09/2024,170.3730,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,6
ULIF00623/07/04EQINDEFUND116,Equity Index Fund,18/09/2024,168.6841,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,7
ULIF00723/07/04EQPLUSFUND116,Equity Plus Fund,18/09/2024,211.9790,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,8
ULIF01123/07/04LIFELOGAIN116,Life Long Gain,18/09/2024,27.0658,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,9
ULIF01618/11/04CASHPLUPEN116,Cash Plus Pension,18/09/2024,39.3157,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,10
ULIF01518/11/04DEBTPLUPEN116,Debt Plus Pension,18/09/2024,46.2841,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,11
ULIF01318/11/04EQINDEXPEN116,Equity Index Pension,18/09/2024,150.6022,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,12
ULIF01218/11/04EQUPLUSPEN116,Equity Plus Pension,18/09/2024,227.1715,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,13
ULGF00215/10/04SECUREFUND116,Secure Gain,18/09/2024,57.7599,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,14
ULGF00115/09/04STABLEFUND116,Stable Gain,18/09/2024,67.3585,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,15
ULIF01709/03/05EQUMIDFUND116,Equity Midcap Fund,18/09/2024,159.2173,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,16
ULIF01809/03/05EQUMIDPLUS116,Equity Midcap Plus,18/09/2024,248.7710,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,17
ULIF02117/12/05PRMREQFUND116,Premier Equity Fund,18/09/2024,77.5478,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,18
ULIF02217/12/05PREREQGAIN116,Premier Eq Gain Fund,18/09/2024,111.2041,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,19
ULIF02017/12/05PUREEQFUND116,Pure Eq Fund,18/09/2024,169.2013,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,20
ULIF02721/07/06PURESTKFUN116,Pure Stock Fund,18/09/2024,163.2587,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,21
ULIF03824/07/06PREMEQGROW116,Premier Equity Growth Fund,18/09/2024,80.8952,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,22
ULIF03724/07/06EQINDPEN02116,Equity Index Pension Fund II,18/09/2024,86.5918,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,23
ULIF03624/07/06EQTYGROPEN116,Equity Growth Pension Fund,18/09/2024,108.0249,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,24
ULIF03324/07/06ACCEMIDPEN116,Accelerator Midcap Pension Fund,18/09/2024,166.6956,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,25
ULIF03524/07/06BONDPENFUN116,Bond Pension Fund,18/09/2024,39.6722,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,26
ULIF02924/07/06EQGROWFUND116,Equity Growth Fund,18/09/2024,91.6934,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,27
ULIF03024/07/06EQTYINDX02116,Equity Index Fund Ii,18/09/2024,82.8713,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,28
ULIF03124/07/06ACCEMIDCAP116,Accelerator Mid Cap Fund,18/09/2024,151.0030,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,29
ULIF02610/07/06BONDFUNDLI116,Bond Fund,18/09/2024,40.7213,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,30
ULIF02510/07/06LIQUIDFUND116,Liquid Fund,18/09/2024,31.1352,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,31
ULIF04528/09/07ASSETALLOC116,Asset Allocation Fund,18/09/2024,54.5971,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,32
ULIF04628/01/08ASALLOCPEN116,Asset Allocation Pension Fund,18/09/2024,53.5613,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,33
ULGF00426/03/08GRDEBTFUND116,Group Debt Fund,18/09/2024,36.6953,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,34
ULIF04717/04/08PURESTKPEN116,Pure Stock Pension Fund,18/09/2024,108.2141,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,35
ULGF00503/11/08GRLIQUFUND116,Group Liquid Fund,18/09/2024,27.1417,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,36
ULIF05106/01/10EQTYGROW02116,Equity Growth Fund II,18/09/2024,75.7466,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,37
ULIF05206/01/10ACCMIDCA02116,Accelerator Mid Cap Fund II,18/09/2024,87.9884,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,38
ULGF00822/02/10GREQTYINDX116,Group Equity Index Fund,18/09/2024,47.9566,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,39
ULGF00926/02/10GRASSALLOC116,Group Asset Allocation Fund,18/09/2024,50.6571,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,40
ULIF05610/05/10SHIELDPL02116,Shield Plus Fund II,18/09/2024,24.6024,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,41
ULIF06026/10/10BLUECHIPEQ116,Blue Chip Equity Fund,18/09/2024,46.3216,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,42
ULIF06127/01/11ASSRDRETRN116,Assured Return Fund,18/09/2024,24.3782,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,43
ULGF01018/04/11GREQTYFUND116,Group Equity Fund,18/09/2024,56.8369,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,44
ULGF01118/04/11GRBLUECHIP116,Group Blue Chip Fund,18/09/2024,50.7124,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,45
ULGF01218/04/11GRSHTRDE02116,Group Short Term Debt Fund II,18/09/2024,24.0696,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,46
ULGF01311/05/11GRGROWFU02116,Group Growth Fund II,18/09/2024,22.3655,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,47
ULGF01924/06/13GRDEBTFU02116,Group Debt Fund II,18/09/2024,22.49,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,48
ULGF02024/06/13GRSHTRDE03116,Group Short Term Debt Fund III,18/09/2024,19.9003,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,49
ULGF02124/06/13GRLIQUFU02116,Group Liquid Fund II,18/09/2024,15.2278,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,50
ULIF07205/12/13ASSETALL02116,Asset Allocation Fund II,18/09/2024,31.7703,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,51
ULIF06908/02/13PENSIONBUI116,Pension Builder Fund,18/09/2024,19.8586,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,52
ULIF07126/03/13DISCONPENS116,Discontinued Pension Policy Fund,18/09/2024,15.5364,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,53
ULIF07026/03/13DISCONLIFE116,Discontinued Life Policy Fund,18/09/2024,16.2015,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,54
ULIF07413/05/15BALEQTYFND116,Balanced Equity Fund,18/09/2024,22.5470,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,55
ULIF07313/05/15BLDRBNDFND116,Builder Bond Fund,18/09/2024,16.1949,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,56
ULGF02202/03/15GRDEBTFU03116,Group Debt Fund III,18/09/2024,16.1558,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,57
ULIF07709/01/2017PURSTKFUN2116,Pure Stock Fund II,18/09/2024,28.3196,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,58
ULGF02518/08/16GRDBTPENFU116,Group Debt Pension Fund,18/09/2024,14.9457,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,59
ULIF07830/01/17UNCLAIMFUN116,Unclaimed Fund,18/09/2024,15.6841,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,60
ULGF02302/03/15GRLIQUFU03116,Group Liquid Fund III,18/09/2024,12.5425,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,61
ULGF02402/03/15GRBALCGA02116,Group Balanced Gain Fund II,18/09/2024,16.1909,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,62
ULIF07917/11/21FLXCAPFUND116,Flexi Cap Fund,18/09/2024,17.9387,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,63
ULIF08017/11/21SUSEQUFUND116,Sustainable Equity Fund,18/09/2024,15.8426,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,64
ULIF08717/01/23SMALLCAPFU116,Small Cap Fund,18/09/2024,20.4787,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,65
ULIF08617/01/23DYNASALLOC116,Dynamic Asset Allocation Fund,18/09/2024,11.6142,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,66
ULIF08919/10/23MIDCPINDFD116,Midcap Index Fund,18/09/2024,13.4062,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,67
ULIF09019/10/23LNTRMDBTSL116,Long Term Debt Solution Fund,18/09/2024,10.4636,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,68
ULIF09103/01/24SMCPQYINDF116,Smallcap Quality Index Fund,18/09/2024,13.2744,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,69
ULIF09221/05/24NYAPA50IND116,Nifty Alpha 50 Index Fund,18/09/2024,10.0425,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,70
ULIF09321/05/24N200AP30IN116,Nifty 200 Alpha 30 Index Fund,18/09/2024,9.9170,Bajaj Allianz Life Insurance Company Limited,18-Sep-24,71
ULIF00215/01/04CASHFUNDLI116,Cash Fund,03/09/2024,27.7186,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,1
ULIF01023/07/04CASHPLUSFU116,Cash Plus Fund,03/09/2024,39.3218,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,2
ULIF00415/01/04DEBTFUNDLI116,Debt Fund,03/09/2024,30.5011,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,3
ULIF00923/07/04DEBTPLUSFU116,Debt Plus Fund,03/09/2024,42.4748,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,4
ULIF00315/01/04EQUITYFUND116,Equity Fund,03/09/2024,105.2067,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,5
ULIF00523/07/04EQGAINFUND116,Equity Gain Fund,03/09/2024,169.1410,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,6
ULIF00623/07/04EQINDEFUND116,Equity Index Fund,03/09/2024,168.1291,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,7
ULIF00723/07/04EQPLUSFUND116,Equity Plus Fund,03/09/2024,210.62,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,8
ULIF01123/07/04LIFELOGAIN116,Life Long Gain,03/09/2024,26.8698,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,9
ULIF01618/11/04CASHPLUPEN116,Cash Plus Pension,03/09/2024,39.2170,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,10
ULIF01518/11/04DEBTPLUPEN116,Debt Plus Pension,03/09/2024,45.8753,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,11
ULIF01318/11/04EQINDEXPEN116,Equity Index Pension,03/09/2024,149.9536,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,12
ULIF01218/11/04EQUPLUSPEN116,Equity Plus Pension,03/09/2024,225.6412,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,13
ULGF00215/10/04SECUREFUND116,Secure Gain,03/09/2024,57.3811,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,14
ULGF00115/09/04STABLEFUND116,Stable Gain,03/09/2024,66.9805,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,15
ULIF01709/03/05EQUMIDFUND116,Equity Midcap Fund,03/09/2024,158.7593,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,16
ULIF01809/03/05EQUMIDPLUS116,Equity Midcap Plus,03/09/2024,247.6369,Bajaj Allianz Life Insurance Company Limited,03-Sep-24,17
